,pw,x1,x2,x3
0,1,cCEN_USA,cTZ_USA,"""="""
1,1,cCEN_South,cTZ_USA,"""<"""
2,1,cCEN_West,cTZ_USA,"""<"""
3,1,cCEN_Northeast,cTZ_USA,"""<"""
4,1,cCEN_Midwest,cTZ_USA,"""<"""
5,1,cCEN_USA,cTZ_Eastern,""">"""
6,1,cCEN_USA,cTZ_Pacific,""">"""
7,1,cCEN_USA,cTZ_Central,""">"""
8,1,cCEN_USA,cTZ_Mountain,""">"""
9,1,cCEN_South,cTZ_Eastern,"""><"""
10,1,cCEN_South,cTZ_Central,"""><"""
11,1,cCEN_Northeast,cTZ_Pacific,"""><"""
12,1,cCEN_Northeast,cTZ_Central,"""><"""
13,1,cCEN_Northeast,cTZ_Mountain,"""><"""
14,1,cCEN_West,cTZ_Pacific,"""><"""
15,1,cCEN_Northeast,cTZ_Eastern,"""><"""
16,1,cCEN_Midwest,cTZ_Mountain,"""><"""
17,1,cCEN_Midwest,cTZ_Eastern,"""><"""
18,1,cCEN_South,cTZ_Mountain,"""><"""
19,1,cCEN_West,cTZ_Mountain,"""><"""
20,1,cCEN_West,cTZ_Central,"""!"""
21,1,cCEN_South,cTZ_Pacific,"""!"""
22,1,cCEN_West,cTZ_Eastern,"""!"""
23,1,cCEN_Midwest,cTZ_Central,"""!"""
24,1,cCEN_Midwest,cTZ_Pacific,"""!"""
25,2,cCEN_USA,cTZ_USA,"""="""
26,2,cCEN_South,cTZ_USA,"""<"""
27,2,cCEN_West,cTZ_USA,"""<"""
28,2,cCEN_Northeast,cTZ_USA,"""<"""
29,2,cCEN_Midwest,cTZ_USA,"""<"""
30,2,cCEN_USA,cTZ_Eastern,""">"""
31,2,cCEN_USA,cTZ_Pacific,""">"""
32,2,cCEN_USA,cTZ_Central,""">"""
33,2,cCEN_USA,cTZ_Mountain,""">"""
34,2,cCEN_South,cTZ_Eastern,"""><"""
35,2,cCEN_South,cTZ_Central,"""><"""
36,2,cCEN_Northeast,cTZ_Pacific,"""><"""
37,2,cCEN_Northeast,cTZ_Central,"""><"""
38,2,cCEN_West,cTZ_Pacific,"""><"""
39,2,cCEN_Northeast,cTZ_Eastern,"""><"""
40,2,cCEN_Midwest,cTZ_Mountain,"""><"""
41,2,cCEN_Midwest,cTZ_Eastern,"""><"""
42,2,cCEN_South,cTZ_Mountain,"""><"""
43,2,cCEN_West,cTZ_Mountain,"""><"""
44,2,cCEN_West,cTZ_Central,"""!"""
45,2,cCEN_South,cTZ_Pacific,"""!"""
46,2,cCEN_Northeast,cTZ_Mountain,"""!"""
47,2,cCEN_West,cTZ_Eastern,"""!"""
48,2,cCEN_Midwest,cTZ_Central,"""!"""
49,2,cCEN_Midwest,cTZ_Pacific,"""!"""
50,3,cCEN_USA,cTZ_USA,"""="""
51,3,cCEN_South,cTZ_USA,"""<"""
52,3,cCEN_West,cTZ_USA,"""<"""
53,3,cCEN_Northeast,cTZ_USA,"""<"""
54,3,cCEN_Midwest,cTZ_USA,"""<"""
55,3,cCEN_USA,cTZ_Eastern,""">"""
56,3,cCEN_USA,cTZ_Pacific,""">"""
57,3,cCEN_USA,cTZ_Central,""">"""
58,3,cCEN_USA,cTZ_Mountain,""">"""
59,3,cCEN_South,cTZ_Eastern,"""><"""
60,3,cCEN_South,cTZ_Central,"""><"""
61,3,cCEN_Northeast,cTZ_Pacific,"""><"""
62,3,cCEN_Northeast,cTZ_Central,"""><"""
63,3,cCEN_Northeast,cTZ_Mountain,"""><"""
