pw,COUNT(x3)
1,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
2,3
20,3
22,3
24,3
25,3
3,3
5,3
7,3
8,3
9,3
21,4
23,4
4,4
6,4

