pw,COUNT(x3)
16,3
23,3
25,3
4,3
15,4
21,4
24,4
6,4
10,5
17,5
20,5
22,5
3,5
5,5
14,6
2,6
1,7
12,7
13,7
19,7
18,8
9,8
11,9
8,9
7,10

