pw,COUNT(x3)
16,3
24,3
12,4
14,4
15,4
23,4
8,4
13,5
20,5
22,5
28,5
30,5
7,5
10,6
11,6
18,6
19,6
21,6
26,6
27,6
29,6
4,6
6,6
17,7
2,7
25,7
3,7
5,7
9,7
1,8

