pw,COUNT(x3)
11,15
12,16
13,16
15,16
18,17
3,17
7,17
10,18
14,18
16,18
17,18
20,18
23,18
4,18
5,18
6,18
8,18
9,18
21,19
24,19
19,20
22,20
25,20
1,21
2,22

