pw,COUNT(x3)
8,6
20,7
22,7
23,7
16,8
6,8
7,8
18,9
19,9
21,9
4,9
5,9
12,10
14,10
15,10
17,10
2,10
3,10
1,11
10,11
11,11
13,11
9,12

