pw,COUNT(x3)
1,8
10,8
11,8
12,8
13,8
14,8
15,8
2,8
3,8
4,8
9,8
16,9
17,9
18,9
19,9
21,9
5,9
6,9
7,9
20,10
22,10
23,10
8,10

