pw,COUNT(x3)
8,16
16,17
20,17
22,17
23,17
4,17
6,17
7,17
12,18
14,18
15,18
18,18
19,18
2,18
21,18
3,18
5,18
1,19
10,19
11,19
13,19
17,19
9,20

