pw,COUNT(x3)
20,2
24,2
8,2
12,3
26,3
42,3
46,3
48,3
50,3
51,3
16,4
19,4
23,4
25,4
34,4
38,4
4,4
40,4
41,4
6,4
10,5
11,5
18,5
22,5
33,5
37,5
44,5
45,5
47,5
49,5
7,5
14,6
15,6
17,6
2,6
21,6
3,6
30,6
32,6
36,6
39,6
5,6
9,6
1,7
13,7
28,7
29,7
31,7
35,7
43,7
27,8

